,video_id,title,channel_title,category_id,tags,views,likes,dislikes,comment_total
1258,XCWmONajkOg,"Hailee Steinfeld, Alesso - Let Me Go (Lyric Video) ft. Florida Georgia Line, watt",HaileeSteinfeldVEVO,10,test_tag,1923123,154431,929,6620
1259,XF_ARz7jTUw,Look What You Made Me Do: Taylor Mountain,Taylor Swift,10,test_tag,9156524,271928,8310,16078
1260,XIQW-1JQDMA,Star Wars: Will Rey Join Kylo Ren?,SuperCarlinBrothers,22,test_tag,403535,22604,219,4904
1261,XIUGqfTkaWk,New! BURTS BEES GOODNESS GLOWS FOUNDATION {First Impression & Demo!} 15 DAYS OF FOUNDATION,thataylaa,26,test_tag,700558,41317,699,5518
1262,XKvXg2NlNZ4,The History Of Jacksfilms (Feat. Jacksfilms) | A Brief History,FootofaFerret,24,test_tag,477756,30678,207,1922
1263,XLNLPIRS62g,Explosive Video: Milo Yiannopoulos And White Supremacists At Karaoke,BuzzFeed News,22,test_tag,859366,2593,23332,15163
1264,XM23h-eJ08A,Soccer Trick Shots ft. Chelsea F.C. | Dude Perfect,Dude Perfect,17,test_tag,39437072,1456464,26009,195769
1265,XNJmeXb4Y0A,Bini the slam dunking basketball bunny - Meet the Record Breakers,Guinness World Records,24,test_tag,111437,1694,56,172
1266,XPqko6Q0lpE,John Oliver - Harvey Weinstein,consumer,23,test_tag,5907830,44989,6443,9855
1267,XQVwoImSnds,‘Will And Grace’ Superfan Russell Turner Tells Megyn Kelly How Show Inspired Him | Megyn Kelly TODAY,TODAY,25,test_tag,383176,363,351,361
1268,XSCneVakGGk,Clay Travis stuns CNN host when he says he believes in two things: the First Amendment and Boobs,Washington Free Beacon,25,test_tag,3896216,6268,220,4588
1269,XSLc0d5aM04,Aaron Carter’s HIV Test Results Revealed,The Doctors,24,test_tag,2113899,6395,3477,5559
1270,XTqx6VU0Wqk,Issa Rae & Yvonne Orji Throw The Blackest Party of 2017 - [#LemonPepperShawties],The Film Culture Media,22,test_tag,4037,10,1,0
1271,XV_W6kPqR9U,Emma Thompson: Harvey Weinstein 'top of harassment ladder' - BBC Newsnight,BBC Newsnight,25,test_tag,3419156,55413,5379,0
1272,XYURnv4Ld2M,REGINA GEORGE | MEAN GIRLS MAKEUP & COSTUME TUTORIAL // MyPaleSkin,My Pale Skin,26,test_tag,39435,2607,53,225
1273,X_PZvUM8P_U,Game Revealed: Season 7 Episode 6: Zombie. Polar. Bear. (HBO),GameofThrones,1,test_tag,774520,17539,1182,1714
1274,Xa-FV6Oxp1M,Pumpkin Spice PASTA?! Testing 20 Pumpkin Spice Foods! Alisha Marie,AlishaMarie,26,test_tag,6016442,309687,5131,56106
1275,XaE08gz0ogk,Emmy Awards 2017 Post Show - TV Talk,ColliderVideos,24,test_tag,30899,1124,102,245
1276,Xf4IYI9Gj7Y,That's What I Like - Bruno Mars (Rat Pack Style Cover) ft. LaVance Colley & Lee Howard,PostmodernJukebox,10,test_tag,463435,22785,519,795
1277,XfiXby489Rk,112 - Dangerous Games,112VEVO,10,test_tag,17091,747,9,112
1278,XkPQHIUHWwc,Quick Learners; High Achievers: Study of Mathematically Precocious Youth,Vanderbilt University,27,test_tag,2689,25,3,2
1279,XlXBLvT9Vj0,(FULL) Canelo Alvarez vs. Gennady Golovkin Weigh-In | ESPN,ESPN,17,test_tag,494594,1757,222,1573
1280,XmnuK7bOcfg,Qoobo INTRODUCTION,ユカイ工学,26,test_tag,22871,25,2,0
1281,XovZ04gmQgE,Hailee Steinfeld & Alesso (ft. Florida Georgia Line & watt) - Let Me Go (Official Audio),Hailee Steinfeld,22,test_tag,316616,10084,104,331
1282,XpVt6Z1Gjjo,1 YEAR OF VLOGGING -- HOW LOGAN PAUL CHANGED YOUTUBE FOREVER!,Logan Paul Vlogs,24,test_tag,40240743,2514220,138735,310021
1283,Xqpf1FxU2q4,Learn to Stack Dice || Learn Quick,Mike Boyd,24,test_tag,1599623,105794,902,7609
1284,XswVWE0Jq84,The Shins - Cherry Hearts,TheShinsVEVO,10,test_tag,47394,1413,65,147
1285,Xtqr1C6eDmY,Splitting Pellets with a Knife in Slow Motion - The Slow Mo Guys,The Slow Mo Guys,24,test_tag,7189254,236517,3126,13892
1286,Xul7ku1XxRY,Machine Gun Kelly - Let You Go,MGKVEVO,10,test_tag,9446939,448409,11725,21650
1287,XvPWUkHjWG0,FACING MY ANXIETY.,Liza Koshy,23,test_tag,21507672,1834906,34597,102517
1288,XwW6ZWaQ4bs,"Hurricanes Irma, Jose, and Katia, all at once on 9/6/17",WKRG,25,test_tag,4761358,50802,1128,8606
1289,Xx7sxWI9FNI,How To Cook Perfect Rice Every Time,Tasty,26,test_tag,3754902,112347,8471,22544
1290,Y12lF3cYufo,Clash of Clans - Builder Hall 7 UPDATE!,Clash of Clans,20,test_tag,3801633,91110,5341,4086
1291,Y2GVVC_cD_E,73 Questions With Zac Efron | Vogue,Vogue,24,test_tag,21903951,761644,13659,53087
1292,Y5fwGxJjn5E,Super-easy Blueberry & Yoghurt Popsicle Recipe | Cupcake Jemma,CupcakeJemma,26,test_tag,163460,8427,65,464
1293,Y5wOTID9JmY,New Dad Andy Samberg’s Epic CONAN Entrance  - CONAN on TBS,Team Coco,23,test_tag,1166056,24216,849,1683
1294,Y61Q5w8qdSw,IT PENNYWISE GLAM HALLOWEEN MAKEUP TUTORIAL,James Charles,24,test_tag,2863622,221270,30772,34235
1295,Y7tLoqNjkks,Gregg Sulkin for RAW's Word Play,RAW,22,test_tag,16499,854,0,26
1296,Y8kAZAQ5dX0,100 PUPPIES PRANK ON GIRLFRIEND!,Wassabi Productions,24,test_tag,4624852,227250,8259,22648
1297,YCYXUi_5kns,Spiny Lizard Catches Me!,Brave Wilderness,15,test_tag,3365115,110089,1093,16412
1298,YF2DM84NDt4,Kiiara - Wishlist [Official Audio],Kiiara,10,test_tag,393120,30121,281,1951
1299,YF6dNlhXaJ0,New Kardashian Babies = New Kardashian Show,Jimmy Kimmel Live,24,test_tag,279743,3913,232,301
1300,YK53kxDdkiU,"LeBron James Postgame Interview | Celtics vs Cavaliers | Oct 17, 2017 | 2017-18 NBA season",Ximo Pierto,17,test_tag,463399,4149,280,1117
1301,YKgY0zQnqcU,Donald Glover wins Emmy Award for Lead Actor 2017,ZwanMonster,24,test_tag,546809,8828,1895,3881
1302,YLM2gl8RGj0,DOING COLLEEN BALLINGER'S MAKEUP WHILE SHE READS MY 2013 FAN TWEETS TO HER,James Charles,24,test_tag,3360094,184900,4654,8723
1303,YMLLK844QII,Found Lost iPhone Underwater in River While Snorkeling! (Freediving),DALLMYD,17,test_tag,7352657,215572,7886,18838
1304,YQYslaA1Lus,How Kanye West’s ‘Graduation’ Changed Music | Genius News,Genius,10,test_tag,796039,33085,928,3444
1305,YSVlSmZWzm0,The real reason To Kill A Mockingbird became so famous,Vox,25,test_tag,897399,25680,3004,4020
1306,YYmlI7yT9cg,"Kungs - More Mess (Official Video) ft. Olly Murs, Coely",KungsVEVO,10,test_tag,1503430,32793,1090,1121
1307,YYwB63YslbA,Farmers market lies exposed: hidden camera investigation (Marketplace),CBC News,25,test_tag,1072753,13698,656,2750
1308,YaTxVflKDQw,"10 Years Of ‘Keeping Up With The Kardashians’: Kris Jenner, Kim K Look Back | Megyn Kelly TODAY",TODAY,25,test_tag,5614311,42740,5875,5186
1309,Ybbii2XIavU,Chicken Fajita Soup Recipe | Episode 1195,Laura in the Kitchen,26,test_tag,334151,14306,294,1050
1310,YhrOkyCju9k,Spider Face,ViralHog,15,test_tag,169410,172,52,89
1311,YicuZ0gYH_o,"The U.S. & Russia Are Building a Deep Space Gateway, Here's What You Need to Know",Seeker,28,test_tag,1341629,36123,1646,5797
1312,YjS-QrzTJz8,Father-Son Moment: I passed the Florida Bar Exam,FJOJR,22,test_tag,427233,1709,109,128
1313,YjtRY28Pe2o,Coming Out?,MyHarto,26,test_tag,145637,13608,68,1168
1314,YlQYciVYhVA,Arctic Foxes Destroy Filmmaker's Camera,Nature on PBS,15,test_tag,1017961,1709,36,135
1315,YmnxIsRn5nw,Urban Decay Velvetizer-The HELL Is In This Stuff?!!? | Jackie Aina,Jackie Aina,26,test_tag,358645,26586,255,2493
1316,YpyohRt1meM,Bobi Andonov - Apartment (Official Video),BobiAndonovVEVO,10,test_tag,519965,2043,159,229
1317,YqqJFqj5xQQ,Trump in San Juan: Maria has thrown US budget out of whack,Business Insider,25,test_tag,57758,300,637,893
1318,YrTKLZi6rqk,GET READY WITH ME! - ft. old friend,Madeyewlook,26,test_tag,528978,34730,163,1574
1319,Z-LmHjkN2EU,"Xov xwm-ເຂື່ອນນໍ້າອ້າວ( nam ao dam ) tawg txaus ntshai tiag tiag li nyob xeev khuam, laos 9/11/2017",Xov Xwm_Lom Zem,22,test_tag,3734888,8871,408,2703
1320,Z-ouLX8Q9UM,THE GIANT ROBOT DUEL,MegaBots Inc,24,test_tag,10109888,113748,61283,38196
1321,Z-zdIGxOJ4M,Thundercat - 'Show You The Way (feat. Michael McDonald & Kenny Loggins)' (Official Video),Brainfeedermedia,10,test_tag,109163,5175,34,315
1322,Z0mzCVe_onw,Interview With A 2-Year-Old | Preschool,La Guardia Cross,23,test_tag,383907,35292,123,4593
1323,Z28FY82ERmA,7 Easy Halloween DIYs,BuzzFeed Nifty,26,test_tag,342158,9657,384,607
1324,Z4QcwsEbKyo,Uber loses London operating licence - BBC News,BBC News,25,test_tag,1718290,12831,2255,9608
1325,Z5ijKVGjsh4,Fifth Harmony Play 'Requestions' w/ TRL Fans! | Weekdays at 3:30pm | #TRL,TRL,24,test_tag,119039,4267,178,295
1326,Z6_0dJkjFAM,Marvel's Runaways Teaser (Official) • A Hulu Original,Hulu,24,test_tag,1865164,7768,1069,2302
1327,Z7R8XRKqHAI,Hey Ya! - Walk off the Earth (Outkast Cover),Walk off the Earth,10,test_tag,3266761,205885,3021,10666
1328,Z8aN5L-oDOw,Road Trip with The Dolan Twins,Dolan Twins,23,test_tag,3428755,569144,2290,52745
1329,Z9svINZiBdU,American VS French Makeup Tutorial,Christen Dominique,26,test_tag,2117349,114836,1181,13274
1330,ZB_g0QnYMkM,Animal Adventure Park Giraffe Cam,Animal Adventure Park,15,test_tag,104982,5474,63,37
1331,ZBo1S6YZXa0,My Go To Look Using The Jaclyn Hill Palette | Jaclyn Hill,Jaclyn Hill,26,test_tag,3581123,185449,11275,36488
1332,ZCQuasiJgYM,iPhone X hands-on live from Apple Event 2017,Engadget,28,test_tag,5837972,24409,7012,12190
1333,ZFF392vAMN8,21 *ZERO EFFORT* DIY Halloween Costumes! Cute/Funny/Hot | Mylifeaseva,MyLifeAsEva,26,test_tag,5704529,333619,10100,40938
1334,ZGlYvprDKNM,My 1st Day at Chemotherapy (UCSF),Wil Dasovich,22,test_tag,1123696,54597,599,9385
1335,ZQK1F0wz6z4,What Do You Want to Eat?!,Wong Fu Productions,24,test_tag,2821819,119160,2661,9687
1336,ZT1JsE_YbFs,3 DIY FRUIT FLAVORED CUPCAKES!,Rosanna Pansino,26,test_tag,3020126,123729,1794,22927
1337,ZVPTxFZTQis,KB - Hometeam ft. Lecrae,Reach Records,10,test_tag,536102,23138,385,3728
1338,ZW4jOlyj-sM,Japan vs USA | How different are fast food menus?,Rachel and Jun,22,test_tag,1243873,63360,1915,7752
1339,ZWTlL_w8cRA,Demi Lovato: Simply Complicated - Official Documentary,Demi Lovato,24,test_tag,17045197,1104323,11211,95923
1340,ZXvbz8cqafM,Taylor Swift NOW Presents: See What Taylor’s Up To NOW | AT&T,AT&T,10,test_tag,836472,19314,1206,0
1341,ZYQ1cVRtMZU,FENTY BEAUTY RIHANNA MAKEUP TUTORIAL | PatrickStarrr,PatrickStarrr,26,test_tag,8721557,365595,10081,51907
1342,ZYSjPZUqLdk,Trump and Russia: An Introduction to What We Know (and What We Don't),vlogbrothers,22,test_tag,998539,55994,7350,11340
1343,Z_GR_l5QtdM,Little Dragon - Peace Of Mind (feat. Faith Evans) [Official Music Video],Little Dragon,10,test_tag,146317,8090,68,680
1344,ZaB6kENkGVg,New Thor: Ragnarok International Trailer Featuring More Hela - Movie Talk,ColliderVideos,24,test_tag,213753,6559,314,1588
1345,ZaZ_GkB_d34,See Star-Studded Reaction to Sean Spicer's Emmys Appearance,Inside Edition,25,test_tag,39570,658,80,189
1346,ZagQci5qTSM,COLLEGE KIDS REACT TO MARINA AND THE DIAMONDS,FBE,24,test_tag,659531,32465,808,9591
1347,ZcTvrxwP6Is,Star Trek: Discovery - Main Title Sequence,Star Trek,24,test_tag,1619514,14246,7728,6741
1348,ZcsE0kjqvAQ,First footage of wild sand cat kittens,Sand Cat Sahara Team,15,test_tag,399974,410,31,48
1349,ZczwzVhai9E,Arnold Set off to the Center of the Earth,Meet Arnold,22,test_tag,13995114,525203,17064,79207
1350,ZgCTlbQvcT8,Speak for Yourself with Ben Stiller and Fred Armisen,The Tonight Show Starring Jimmy Fallon,23,test_tag,446999,7179,538,524
1351,Zmi9iQp6944,Not Enough Milk? (My Breastfeeding Story) || #MOMTEMBER,From Head To Toe,26,test_tag,117907,5513,86,760
1352,Zo1pCjsjf6I,Chasing Pavements - Adele (1920s Gatsby Style Cover) ft. Hannah Gill,PostmodernJukebox,10,test_tag,674132,33596,346,2048
1353,ZpVhZ-om7UQ,Tom Brady Leads Efficient TD Drive to Take the Lead! | Patriots vs. Buccaneers | NFL Wk 5 Highlights,NFL,17,test_tag,120340,557,90,402
1354,Zr22PtGd1So,Colbert Reveals What Letterman Taught Him,Jimmy Kimmel Live,24,test_tag,1696245,16845,1754,1620
1355,ZtXkNMbjOEE,Tori Kelly & Luis Fonsi - Hallelujah | Hand In Hand Benefit 2017,tkvids,10,test_tag,492762,10636,258,946
1356,Zwq8UlsT1Tw,"[HD] Katy Perry, Lionel Richie & Luke Bryan Interview On GMA 10/4/2017",NARLtv,24,test_tag,3640,52,5,20
1357,Zy6vBxqlapw,Kelly Clarkson - Love So Soft [Official Video],Kelly Clarkson,10,test_tag,3027926,76505,2880,6414
1358,ZyHipL45pwM,Steve Martin and the Steep Canyon Rangers: NPR Music Tiny Desk Concert,NPR Music,10,test_tag,511988,16295,183,1064
1359,Zya-JNMJ62k,hell yes,Jack Black,24,test_tag,1958538,34375,1171,2706
1360,ZymSrDfLhW8,"Randall Cunningham Seizes the Means of Production | Pretty Good, Episode 13",SB Nation,17,test_tag,197040,10218,265,2058
1361,_0d3XbH12cs,Kimbra - Everybody Knows (Official Music Video),kimbramusic,10,test_tag,289866,21179,191,2296
1362,_38JDGnr0vA,Blue Planet II : The Prequel,BBC Earth,15,test_tag,4722810,135340,1136,10660
1363,_4PLKxYZUPc,Frozen Theory: Rapunzel Is Anna & Elsa's Cousin,SuperCarlinBrothers,22,test_tag,1072062,50440,1128,14819
1364,_5ZrSKpbdSg,Cassini's Last Looks at Saturn,NASA Jet Propulsion Laboratory,28,test_tag,478464,8168,102,913
1365,_6Qbslgpw8U,How the Massive Equifax Data Breach Happened,SciShow,27,test_tag,715764,21897,373,1968
1366,_95NxbsbMF4,CONFRONTING MY FIRST LOVE,shane,22,test_tag,12378151,1232113,14126,158383
1367,_ANP3HR1jsM,ATTACKED BY A POLICE DOG!!,RomanAtwoodVlogs,22,test_tag,6556697,307000,3717,22455
1368,_Eb9kppyRxc,MY SCARIEST PARANORMAL EXPERIENCE!,The Gabbie Show,26,test_tag,5690223,656703,8831,64967
1369,_F-vmhCq6uw,"Cavuto: Loyalty works both ways, Mr. President",Fox News,25,test_tag,1644692,19639,4281,9790
1370,_GC5AVsf528,Nothing But Thieves - Sorry (Stripped Back),NBTVEVO,10,test_tag,195958,13199,122,684
1371,_HTXMhKWqnA,iPhone X Impressions & Hands On!,Marques Brownlee,28,test_tag,8786584,275762,9108,57611
1372,_Jn3urgf7zg,Laura Dern Reveals Her Sexual Harassment Experience in Hollywood,TheEllenShow,24,test_tag,191262,2517,219,480
1373,_JxZOcu8TYw,…What The Rock is Cooking: Tomahawk Steak & Twice Baked Potato,The Rock,24,test_tag,360565,16749,1594,1845
1374,_MEFyG-IE_I,Tomb Raider - Trailer Review,Jeremy Jahns,24,test_tag,1050671,40453,929,9129
1375,_NlKTMvnjIc,"Hurricane Irma Now a Category 3, Could 'Re-Engergize' to Category 4 | MSNBC",MSNBC,25,test_tag,3543751,16105,4251,6755
1376,_Pom2EYv3NM,Kelly Clarkson - Move You [Nashville Sessions],Kelly Clarkson,10,test_tag,282279,15958,84,1283
1377,_SRNenu07Lw,Day at the Beach - Mayor Steve Fulop,Steve Fulop,25,test_tag,34673,285,19,29
1378,_StIv9i6as4,BFF TAG w VANESSA MORGAN (Toni Topaz) | Madelaine Petsch,Madelaine Petsch,22,test_tag,328871,34553,157,3818
1379,_SzWAfsdZXY,The Killing of a Sacred Deer | Playdate | Official Trailer 2 HD | A24,A24,1,test_tag,598927,6491,212,789
1380,_VSVLmBO7yI,'Scandal' star on series finale: 'We're going out big',Good Morning America,24,test_tag,3375,63,0,4
1381,_Z3P18GHej8,Hamburger Recipe | Crispy McDonald's Chicken hamburger By Our Grandpa for Orphan Kids,Grandpa Kitchen,26,test_tag,4544114,153285,5222,31721
1382,_bZlb62VVlw,What Uses Less Gas - Coasting Or Engine Braking?,Engineering Explained,2,test_tag,2399642,49102,1969,10652
1383,_cu4FHyCcT8,Would you eat an Apple like this? - Food Life Hack,DaveHax,26,test_tag,1646201,29182,4160,4065
1384,_dJbQayd4MQ,When your kid annoys you part 4,Jamie Baker,22,test_tag,2269216,42016,2410,3069
1385,_elREWy6f9w,The World's Largest Fruits,vlogbrothers,22,test_tag,1347853,55987,1571,6352
1386,_f2-88pyRtU,Bon Iver - 8 (circle) | One To One,La Blogothèque,10,test_tag,1260486,25670,421,1294
1387,_ghJa9vhvSI,How This Guy Built a DIY Space Suit | WIRED,WIRED,28,test_tag,23350,1073,18,158
1388,_iBpGz54ngs,Jeremy Camp - Storm,JeremyCampVEVO,10,test_tag,183219,11361,53,730
1389,_lGL4Um83LM,"Damage from Hurricane Irma at the Magic Kingdom, Walt Disney World",WDW News Today,19,test_tag,143426,532,18,220
1390,_lnPimlBnk4,How to survive if you get stranded on an island in the middle of nowhere,Tech Insider,28,test_tag,738683,15313,821,2189
1391,_n0Ps1KWVU0,Björk: The Gate,NOWNESS,1,test_tag,433796,11766,326,1265
1392,_o8vb1BA_c0,Twin Swap Prank On My Boyfriend with The Merrell Twins!,Rclbeauty101,24,test_tag,3491147,120435,1966,6844
1393,_oO0pd8VJjY,Late Night Pho,Domics,23,test_tag,7068462,557942,3361,55995
1394,_pAXXhjligg,GIN WONG FAIA,HEALYVIDEO,17,test_tag,3711,8,0,0
1395,_pc1kON-doU,The Try Guys Get Makeovers From High School Girls,BuzzFeedVideo,22,test_tag,27355094,932684,54324,171174
1396,_qb4_uvYSG0,Donald Trump: NFL Owners Should Fire Players Who 'Disrespect The Flag' | The Last Word | MSNBC,MSNBC,25,test_tag,349342,2650,2645,6230
1397,_r5eTelhpmQ,Darius Rucker - Life's Too Short (Audio),DariusRuckerVEVO,10,test_tag,182342,7712,191,422
1398,_tHYuBw32z0,29 Facts about European Royalty - mental_floss List Show Ep. 520,Mental Floss,27,test_tag,343841,8015,393,1361
1399,_uLmn_Dba08,10 Hilarious Thrift Store Items!,Matthias,28,test_tag,4100834,82368,5365,31274
1400,_yt7xexSbfI,HOA fight over WWII tank,KHOU 11,22,test_tag,132896,530,42,191
1401,_yvDc9t1gZE,LEGO Lawnmower Man Kinetic Sculpture,JK Brickworks,24,test_tag,639548,17736,130,1188
1402,_zl2GV89_GM,Marvel's Punisher Surprise Netflix Promo,Cosmic Book News,1,test_tag,7045,84,0,6
1403,a-9IZz8Ry5I,Google Pixel 2 Unboxing! (Best Android 8.0 Features),Marques Brownlee,28,test_tag,8354226,309077,6682,29347
1404,a2B9pA8aGUc,Rutgers Falls To Eastern Michigan,Big Ten Network,17,test_tag,11533,51,7,29
1405,a2VRtAFqb4U,Tesla Model 3 - Interior Hidden Features - OCDetailing®,OCDetailing,2,test_tag,386491,4704,834,1195
1406,a41k9oJN0FI,Mother! - Movie Review,Jeremy Jahns,24,test_tag,1878712,59580,1683,6447
1407,a5F05Qpi6lM,Meghan McCain Joins 'The View' As Co-Host | The View,The View,24,test_tag,1046022,7108,7330,9075
1408,a5NIg5yyHWo,Pawn Stars: An Original 1978 Superman Costume (Season 14) | History,HISTORY,24,test_tag,400104,2432,123,386
1409,a6V-fKcW5YI,"Woman brandishing a handgun, machete threatens people at Kardashian boutique",FOX 11 Los Angeles,24,test_tag,1685892,5577,2431,10453
1410,a6Zj09zFXbI,How to Get Your Face Through Halloween- Skincare Routine,Glam&Gore,22,test_tag,1268121,92962,542,8746
1411,a6sywFdvURE,Steve Bannon: Trump's Access Hollywood tape was a litmus test,CBS This Morning,25,test_tag,345184,916,171,593
1412,a6y01PSb6qU,The Strangest Sights Cassini Saw: Postcards From Saturn | NPR's SKUNK BEAR,Skunk Bear,28,test_tag,452621,3994,48,368
1413,a7Sf_H2cFdM,Drowning for Power - Rooster Teeth Animated Adventures,Rooster Teeth,1,test_tag,3823167,104584,2979,4391
1414,a9ITIaKzG3A,Official Call of Duty®: WWII - Story Trailer,Call of Duty,20,test_tag,2179611,139132,3670,32112
1415,a9Zi-RhcOGs,Sarah Close - Only You (Official Video),SarahClose1,10,test_tag,613423,40264,684,3510
1416,aDuB1arf8aE,#CakeSlayer Halloween: SPIDER CAKE | Man About Cake with Joshua John Russell,Man About Cake,26,test_tag,484246,27628,241,3375
1417,aEcbuccnjLc,ETERNITY CALVIN KLEIN,Calvin Klein,24,test_tag,172454,1453,30,150
1418,aLWLzUa2Qyk,MY GIRLFRIEND'S GAY FRIEND,Chris Reinacher,22,test_tag,489920,40703,1262,2990
1419,aNlUKzO1ThY,Did the Las Vegas shooter plan a different attack?,Al Jazeera English,25,test_tag,3131809,10247,3615,13092
1420,aRgTLb5EbiQ,My Mama Wears Timbs,Ari Fitz,26,test_tag,72810,9292,48,1006
1421,aTF84_CqzxQ,Mosby's Motto,Tyler H,22,test_tag,639204,9363,446,315
1422,aUAQGzkAtQE,Drone Down!!,XtremeTeamTV,17,test_tag,78878,46,28,11
1423,aVsOXRgjeeU,Pitch Perfect 3 - Official Trailer 2 [HD],Pitch Perfect,24,test_tag,18236672,269928,5709,14127
1424,aZkqHx5uri4,Can You Assume Sexuality Based on a First Impression? | Tell My Story,SoulPancake,24,test_tag,1094483,45972,1920,5694
1425,a_MFkqMZTt4,Artie Lange Is Raw and Uncensored While Eating Spicy Wings | Hot Ones,First We Feast,26,test_tag,1893417,57548,1941,13506
1426,aawlU1IzuqI,iPhone 8 Charging Speed Comparison - Is Fast-Charging worth it?,AppleInsider,28,test_tag,39164,756,29,95
1427,abeF5zQbQEM,My First Job turned into a heist movie,itsAlexClark,1,test_tag,2314861,110119,2827,30899
1428,adfcVmu1bmM,"DUSK TILL DAWN - Zayn ft. Sia | Kirsten Collins, Blake Rose, KHS Cover",Kurt Hugo Schneider,24,test_tag,2501842,200764,3143,8825
1429,adgAxnflvOE,EXCITED Dogs in Car Can't Stop Howling For The Park | The Dodo,The Dodo,15,test_tag,289931,8951,178,687
1430,aeUyLiIlDVE,Peter Helliar in a Finnish Sauna - The Project,TheRealFake00,24,test_tag,380039,689,54,68
1431,aepr6ynzeX4,WORLD'S BEST BROW PRODUCT?? | NikkieTutorials,NikkieTutorials,26,test_tag,5393384,313142,4397,20964
1432,afXewnGZXKs,Mom-to-Be Mindy Kaling Reveals Gender of Her Baby,TheEllenShow,24,test_tag,2264246,28993,1319,1992
1433,ah8SQNOXgrQ,Obsessed With Netflix,Gus Johnson,23,test_tag,209127,19127,236,1193
1434,aiUq5xksJy0,3 Surprising Things Matter Does Under Extreme Pressure,SciShow,27,test_tag,1360886,46093,683,2499
1435,aiXo6WyhCJs,Taylor Swift as a Limp Bizkit Song,Super Deluxe,24,test_tag,267537,11108,198,1345
1436,aircAruvnKk,"But what *is* a Neural Network? | Deep learning, Part 1",3Blue1Brown,27,test_tag,401997,27693,117,1924
1437,akGWOpcWfrQ,Northern Ontario Moose vs Wolf,Dan Nystedt,22,test_tag,5169239,16590,731,2382
1438,akGrh6ui_gc,"Seth Rollins & Dean Ambrose react to the shocking changes to the TLC main event: Exclusive, Oct. 21",WWE,17,test_tag,1043418,26742,676,3187
1439,amds5iNvFD4,I Gave Myself A Celebrity Hair Transformation 💇🏾✂️,Michelle Khare,24,test_tag,649177,17132,942,1343
1440,an5vV5aw74I,Disney Rides That Should Get Their Own Movie (w/ Max Landis)!!! - Millennial Falcon,Screen Junkies,1,test_tag,291867,9547,1140,2808
1441,ao21eJgsF1w,iPhone 8 vs Samsung Galaxy S8 Salt Water Test!,TechRax,24,test_tag,6263139,98499,19128,21124
1442,apskNjHtGh8,Golf Club Breaks in HALF!!! at World Long Drive Championships!,PopularVideos,24,test_tag,17855,55,26,186
1443,avlEK3PTvw8,Marshmello ft. Khalid - Silence (Illenium Remix),marshmello,10,test_tag,2579706,144995,2065,9338
1444,aw28GKtWxBw,The $100 14-inch Pizza Challenge (I did it twice),Matt Stonie,24,test_tag,7841137,256846,8686,23819
1445,aysB58GG3uM,MAKING THE WORLD'S BIGGEST RAINBOW UNICORN CANDY FLOSS,Oli White,24,test_tag,1101614,56801,455,3809
1446,b-3YW03RR0I,Husband VS Best Friend | Tom Daley,Tom Daley,17,test_tag,261449,19929,121,1468
1447,b-znn2eQL08,Too Good At Goodbyes - SAM SMITH | Alicia Moffet & KHS Cover,Kurt Hugo Schneider,24,test_tag,1435985,87787,678,3193
1448,b0O5JtyNqek,TESTING NEW MAKEUP! HUDA BEAUTY | FENTY FOUNDATION,LustreLux,26,test_tag,701865,34868,719,4745
1449,b1wlmTNERqE,Kelly Clarkson - Meaning of Life [Official Audio],Kelly Clarkson,10,test_tag,333927,11237,183,1207
1450,b3NRvrmKeMA,Top 10 Cinematographers of All Time,CineFix,24,test_tag,231248,9484,150,1030
1451,b6utGZQ9Sks,The Reaction Ferries of Basel: What Have We Missed?,Tom Scott,27,test_tag,752382,41043,98,2904
1452,b7nxDshnz9Y,Mike Leach Press Conference Oct. 16,WSUCougarAthletics,17,test_tag,20551,85,10,13
1453,b7tp_AvS2aA,Haters Back Off | Season 2 Official Trailer [HD] | Netflix,Netflix,24,test_tag,171548,6548,1013,1245
1454,b7xndvitLa8,Gaming Beyond the Iron Curtain: East Germany,Super Bunnyhop,20,test_tag,378842,25785,330,4478
1455,bAMinWdgUCg,James TW - Please Keep Loving Me,JamesTWVEVO,10,test_tag,293359,24567,102,1129
1456,bAb8KIhgVAI,Ryan Gosling and Harrison Ford Lose It at Hilarious Interview! | This Morning,This Morning,24,test_tag,19382277,238817,6490,0
1457,bAdqazixuRY,AUTOMATICA 4k - Robots Vs. Music - Nigel Stanford,Nigel John Stanford,10,test_tag,498333,20432,141,1879
1458,bAon04ZJhHE,Season 21 Preview: White People Renovating Houses,South Park Studios,20,test_tag,893971,15745,742,5160
1459,bB01zORIGkA,Making a Plasma Coil Bottle Launcher,NightHawkInLight,27,test_tag,452337,15099,230,2174
1460,bCwjBUHEenQ,In Your Dreams | Hannah Stocking,Hannah Stocking,23,test_tag,5015136,221971,3975,11789
1461,bF5sIEuv83k,Kane Brown - Found You (Audio),KaneBrownVEVO,10,test_tag,1754647,41672,1783,1771
1462,bHT4pO0VcXI,Fergie - Love Is Blind,FergieVEVO,10,test_tag,1881282,84204,4224,6146
1463,bJW2678K3XE,How To Wear Halloween Makeup Every Day | Beauty With Mi | Refinery29,Refinery29,26,test_tag,35519,892,51,85
1464,bO-cI25XaAk,"Ok, Cam....Im only going to say this once",The Mighty EROCK,22,test_tag,256208,5402,4502,69
