,video_id,title,channel_title,category_id,tags,views,likes,dislikes,comment_total
555,E6eRA8PnuW4,Blade Runner 2049 - Movie Review,Chris Stuckmann,24,test_tag,383480,23106,283,3094
556,E7HqW6S-g7c,40 Donuts in 1 Donut,Good Mythical MORE,23,test_tag,2416152,54329,2161,4672
557,EHC6sYfF4cg,Jackie Chan & Olivia Munn Answer Martial Arts Questions From Twitter | Tech Support | WIRED,WIRED,24,test_tag,7488389,171006,3557,17878
558,ELQfBOJOds0,Kate McKinnon Improvises a PowerPoint Presentation | Vanity Fair,Vanity Fair,24,test_tag,297749,8435,208,423
559,ENskipCo-eQ,한국 맥도날드 신 초콜릿 메뉴!?!,영국남자 Korean Englishman,23,test_tag,2366179,36405,933,9929
560,ERj3KafjfRk,Crooked House - Official Trailer,Sony Pictures Entertainment,24,test_tag,11009,196,12,19
561,ETR9qrVS17g,The Disturbing History of the Suburbs,CollegeHumor,23,test_tag,3892502,126426,39022,48937
562,EUoe7cf0HYw,Taylor Swift - Gorgeous (Lyric Video),TaylorSwiftVEVO,10,test_tag,18168797,1102367,59729,137353
563,EVp4-qjWVJE,Chargers vs. Broncos | NFL Week 1 Game Highlights,NFL,17,test_tag,1573740,12627,738,5020
564,EWeJ7OM3mo4,What's This Video About?,vlogbrothers,22,test_tag,659589,36481,889,4424
565,EWng8GQ49Fg,Harry Potter Theory: How The Sorcerer's Stone Was Made (ft. Seamus Gorman),SuperCarlinBrothers,22,test_tag,445799,22860,765,5273
566,EYi1YUNOguk,James Corden's Message After Las Vegas Tragedy,The Late Late Show with James Corden,24,test_tag,894404,27774,1594,3562
567,EZaPeQ2dxh8,Mumbai Rains special Water Ride 2017 | Mumbai,Malhar Takle,22,test_tag,36372,25,0,5
568,Eat7nKj_30o,Massive earthquake rocks Mexico City,The Oregonian,25,test_tag,7112364,29951,12552,14876
569,EbthMC6spAE,Norm Macdonald Is A Comic Genius,Nerdwriter1,24,test_tag,1771719,84119,3236,7269
570,EbwIKveO4qU,THE HUNT FOR EVERYTHING PUMPKIN IN LA (a fall obsession)  | Madelaine Petsch,Madelaine Petsch,22,test_tag,510314,46597,177,2790
571,Eef-1HLKgoQ,Honest Trailers - Wonder Woman,Screen Junkies,1,test_tag,5531491,167012,7959,34729
572,Ef93WmlEho0,Why California's Musical Road Sounds Terrible,Tom Scott,27,test_tag,8780010,255494,6413,15875
573,EgUXkpAyqps,Queen Live Aid 1985 (Part 1) (High Quality),Jersy Del Rio,10,test_tag,192003,429,15,124
574,Ekc7lWx0468,The Windmills of your Mind Illusion,The Illusion contest,27,test_tag,125190,44,22,3
575,EmjMWi0MBXQ,Don Lemon Praises ‘Chunky’ CNN Reporter Facing Irma Wrath: ‘Nothing Wrong With a Little Curve’,NN,22,test_tag,456417,504,102,309
576,EmlH7yRKmSY,Almost 600 Border Collies Gather in Attempt to Break World Record,Storyful News,25,test_tag,490987,6674,341,1784
577,EoejGgUNmVU,LP - Lost On You (A Night at The McKittrick Hotel),LP,10,test_tag,466383,26164,232,1728
578,ErWde9LVg0A,FIRST MAKEUP TUTORIAL OF FALL! VAMPY GLAM | Manny MUA,Manny Mua,26,test_tag,2118062,166610,2925,22457
579,EtTi9TBRRNo,The rest of the Mean Girls cast joins the fight...,Brian Tyler Cohen,24,test_tag,146969,1013,129,146
580,EuvVOA8uvsc,Enter Shikari - Rabble Rouser (official promo video),Enter Shikari,10,test_tag,720146,23582,1669,2930
581,EwujR1ARsog,‘Mystery Van’ Helping Self-Driving Cars Communicate with People | Autonomy | Ford,Ford Motor Company,2,test_tag,441051,583,160,140
582,Ez95rPffd8k,Jim Carrey's Bizarre Fashion Week Interview | Daily Pop | E! News,E! News,24,test_tag,174313,452,732,820
583,F-qdRPUC_Yw,Ryan Gosling & Jimmy Kimmel on Las Vegas,Jimmy Kimmel Live,24,test_tag,689414,9526,504,979
584,F1DxLQbx_bU,5 DELICIOUS CHOCOLATE CUPCAKES IN 5 MINUTES! - The Scran Line,The Scran Line,26,test_tag,99741,7402,64,621
585,F4ELqraXx-U,Lana Del Rey - White Mustang (Official Video),LanaDelReyVEVO,10,test_tag,22176332,1446969,22307,125537
586,F5D1x-OtGME,Top 10 Saddest Deaths in Harry Potter (SPOILERS) (VERY SAD),jacksfilms,23,test_tag,3308055,299867,7915,35424
587,F5Ma-1A-NS0,Young Fan Hospitalized After Being Struck By Foul Ball At Yankee Stadium,CBS New York,25,test_tag,5262743,14251,2194,9036
588,F66vX1WCRbs,Rachel Platten - Collide (Audio),RachelPlattenVEVO,10,test_tag,88544,6928,69,477
589,F7gj1FoRIfE,Ellen Meets Las Vegas Survivors Jesus Campos and Stephen Schuck,TheEllenShow,24,test_tag,685676,10415,5361,0
590,F8i8pnZmk50,Early iPhone 8 vs 8 Plus Unboxing & Comparison!,Jonathan Morrison,28,test_tag,4463513,187617,5825,23447
591,F9IOTQ3q8Z4,Demi Lovato Reacts to Demi Lovato's Childhood Videos,Demi Lovato,24,test_tag,776801,22694,331,813
592,FBdyMBRcxeo,DIY BAGEL BITE - NORMAL VS GIANT,HellthyJunkFood,24,test_tag,1462606,44018,869,6349
593,FILJznSr6fs,SEMI-AUTOMATIC PORTABLE RAILGUN: SR-1 Introduction,NSA_Listbot,28,test_tag,13586,48,4,7
594,FMQaJ6ylKs4,GOODBYE FROM LONELY by SUPERFRUIT,SUPERFRUIT,24,test_tag,1107931,120118,672,9132
595,FMVw_Ty8qTY,VLOGTEMBER NYC ∙ RUNNING AROUND | heyclaire,Claire Marshall,22,test_tag,354917,19100,252,1434
596,FN5n87Gj0LM,What Makes Black Mirror So Dark,Nerdwriter1,24,test_tag,4420039,171809,6609,16217
597,FNh2ZsQkNus,True Love: Songify Princess Bride,schmoyoho,24,test_tag,350250,22566,1016,1637
598,FPRTN_r9IyM,Bizarre ‘Lava-Like’ Landslide Tears Through Hillside | National Geographic,National Geographic,25,test_tag,88663,2565,41,561
599,FQ6JYw4tJs4,AIRFRAME: F-22 Raptor,AirmanMagazineOnline,25,test_tag,2182,12,0,0
600,FRjPEOPr6pA,New Orleans readies for storm surge from Hurricane Nate,CBS This Morning,25,test_tag,35178,281,71,333
601,FSOxXsYVJMQ,BTS (방탄소년단) 'DNA' Official Teaser 1,ibighit,10,test_tag,46602125,3772742,41293,547281
602,FTIStPerVNw,Bernie Sanders Tries To Say Something Nice About Trump,The Late Show with Stephen Colbert,24,test_tag,1493731,23472,3490,5872
603,FUBXKn1oP0g,DIY Giant Spider AKA Aragog AKA HARRY POTTER HALLOWEEN BIT*HES!,ThreadBanger,26,test_tag,4496565,321016,2743,31089
604,FZrrfGfI3uM,"$1,700 Apartment Vs. $40,000 Apartment",BuzzFeedBlue,19,test_tag,11208575,226987,8047,21748
605,FcPs-bMkUjo,FULL FACE USING CHEAP AMAZON MAKEUP... OMG | Casey Holmes,Casey Holmes,26,test_tag,1297484,50326,2006,5267
606,FfRGxN2zeWU,Angelica Hale: 10-Year-Old Singer Blows The Audience Away - America's Got Talent 2017,America's Got Talent,24,test_tag,8422888,147182,6038,18740
607,FgSSk7xLW9w,Trapped in a Snake Tank Pt. 2: 6ft Boa Constrictor,Good Mythical Morning,23,test_tag,3802170,112266,1491,12024
608,FgW2kpNQ7BY,"Katherine Johnson Interview, Sept. 2017",NASA Langley Research Center,28,test_tag,16015,223,5,33
609,Flmxl3ZfjVM,TESTING OUT *FAKE* MAKEUP PART 2,James Charles,24,test_tag,1797909,72933,2972,4119
610,FlwK54Qun3Q,Chris Young - Hangin' On (Lyric Video),ChrisYoungVEVO,10,test_tag,260652,11143,107,430
611,FpZ1sIjQrf4,Types Of Guys Your BFF Dates (ft. Alex Wassabi & LaurDIY),IISuperwomanII,23,test_tag,16680316,979913,10665,126531
612,Fpt3ImXIImY,Unmasking California’s New White Supremacists,ProPublica,25,test_tag,22537,207,78,169
613,FqdsYn9TdWQ,Adam Savage Examines the Blade Runner 2049 Blasters!,Tested,28,test_tag,1006949,30675,437,2791
614,FvcNr_5uWgY,Jessie J - Not My Ex,JessieJVEVO,10,test_tag,14300676,766208,7822,31457
615,FwT9nx8GHxE,What Will Happen To You in The Microwave?,Meet Arnold,22,test_tag,11181393,411679,14145,46900
616,FxElTWf7IEw,Baez belts two homers as Cubs force Game 5: 10/18/17,MLB,17,test_tag,526712,2118,388,1248
617,FyLtlW3hHwQ,Shadow of War - ORC IN REAL LIFE!,devinsupertramp,24,test_tag,46310,2888,146,286
618,FyN_fIc0-VY,Activist Tamika Mallory kicked off flight over seating dispute,UseFul Video,20,test_tag,3042,20,21,81
619,FzebOysQeL4,Logan Paul on Losing 15% of His Testicle,Jimmy Kimmel Live,24,test_tag,2746174,78698,13980,6152
620,Fzt75I_Zi14,TeensyStep High Speed Stepper Library,Lutz Niggl,28,test_tag,3034,25,0,7
621,Fzz-Pblbvqw,The strange case of the cyclops sheep - Tien Nguyen,TED-Ed,27,test_tag,1338089,57585,555,2552
622,G0cDl-vZKkg,NEW SHADE! MILANI CONCEAL + PERFECT 2 in 1 Foundation {First Impression Review & Demo!},thataylaa,26,test_tag,1135204,54767,2533,11022
623,G1VEccH7jJ8,Movie Spoilers | Anwar Jibawi,Anwar Jibawi,23,test_tag,2618483,112337,2176,5935
624,G3fZBW_okks,AN INCREDIBLE MOMENT | World Championships Final Vlog,Nile Wilson,17,test_tag,1241176,57367,409,2502
625,G9ADVeNpypk,Introducing Levi’s® Commuter Trucker Jacket with Jacquard by Google,Levi's®,26,test_tag,423896,1517,252,306
626,GBWMwbDxcO0,Jared Padalecki Loves Vancouver,Jimmy Kimmel Live,24,test_tag,190454,8103,36,451
627,GDIOfv643TM,Are you basic? (YIAY #360),jacksfilms,23,test_tag,4520374,262052,2367,27991
628,GDrudkqrgIA,House Speaker Paul Ryan Discusses President Donald Trump's Feuds With GOP | Morning Joe | MSNBC,MSNBC,25,test_tag,308651,1635,1248,961
629,GG2hY4h0mJM,(HD) Lindsey Stirling and Mark Ballas Cha-Cha-Cha - Dancing With the Stars Premiere,Media Galactic,20,test_tag,126570,1745,59,257
630,GGHIOGtHjYg,First Time Flying | Lele Pons,Lele Pons,23,test_tag,1888636,95438,7572,6706
631,GGm0FQ6i74U,What Hillary Clinton really thinks,Vox,25,test_tag,244433,9143,6826,4838
632,GIqhMKlSCgY,Abandoned Puppy Beats All the Odds to Survive | The Dodo,The Dodo,15,test_tag,354294,13836,131,1188
633,GLbJCklVVJU,NYYC 2017 1A Finals 1st Place - Evan Nagao,National Yo-Yo Contest,17,test_tag,1474791,13294,562,1579
634,GMFnJln3IEA,Penn State Coach James Franklin Ices Kicker Trying to Break Up Shutout down 56-0 || 09/16/17,Nittany Nation,17,test_tag,57280,70,11,296
635,GNTtR6ZpUOo,The Floppotron: Doom E1M1 - At Doom's Gate,Paweł Zadrożniak,10,test_tag,220800,15723,56,1447
636,GO6qs83CHpc,Sneaky toddler steals Prince Harry's popcorn,The Royal Family Channel,25,test_tag,69932872,256012,29032,29054
637,GRDoasFyesU,Trying $3000 Lace Front Wigs With Pia Muehlenbeck!,Chloe Morello,26,test_tag,687748,20723,1011,1923
638,GSmUd7p3r34,Miley Cyrus and Zane Lowe on Beats 1 [Full Interview],Beats 1 Radio,10,test_tag,58011,2241,70,258
639,GSxeF68FRsk,NFL Boycott 2017 burn your gear and peacefully protest,Lynn Bay,25,test_tag,331155,5667,3260,3116
640,GT0L3RWQNjw,Nintendo Switch - Video Capture,Nintendo,20,test_tag,1114967,59676,1442,14507
641,GTawLgr1W0w,If Halloween Costumes Were Equal,AnthonyPadilla,23,test_tag,218289,23046,370,1827
642,GTbPlfRS_c4,Gal Gadot Tries a Reese's Peanut Butter Cup for the First Time,The Tonight Show Starring Jimmy Fallon,23,test_tag,1803613,36000,1134,4484
643,GVvqt-8-fz0,"💛BACK TO UNI // settling in, dorm shopping + thrifting, etc",CatCreature,22,test_tag,432751,36184,184,2932
644,GWKI-CoCCTU,"HANDSTAND AT 40,000Ft!! | World Championships Vlog (1)",Nile Wilson,17,test_tag,879966,37459,562,2323
645,G_SjnHwxWMU,Noah Cyrus - Again ft. XXXTENTACION,NoahCyrusVEVO,10,test_tag,12654753,805449,26903,57562
646,G_wmoWfZQAM,Makeup Tips & Secrets With Superstar Ariel Tejada | Shay Mitchell,Shay Mitchell,26,test_tag,3253303,168776,3124,10779
647,Ga1uiDaqMjQ,Boy Honks After Swallowing Toy Horn,Storyful Rights Management,24,test_tag,921489,2164,315,401
648,GbhdRYQz9-0,Dave Grohl as Christopher Walken,Oscar De Gracia Jr.,24,test_tag,261483,2045,25,61
649,GdoNKbGQs9U,Get More Ellen with ‘Ellen’s Show Me More Show’!,TheEllenShow,24,test_tag,306623,6554,144,356
650,GfqD5WqChUY,How David Fincher Hijacks Your Eyes,Nerdwriter1,24,test_tag,3768951,221409,2805,9850
651,GjJC5e4VpDY,Grant Hart-2541 (e.p. version),james doakes,10,test_tag,15598,141,0,29
652,GjtYtBGrP6Y,[OFFICIAL VIDEO] Away in a Manger – Pentatonix,PTXofficial,10,test_tag,1550042,113082,2394,14160
653,GlWaXiJVwYI,Batman vs IT/Pennywise FULL TRAILER (Fan-Made) [HD],Adeel of Steel,1,test_tag,1430360,25930,1741,3848
654,GmSUlGEd_A0,"Lionel Richie, Katy Perry and Luke Bryan take over 'GMA'",Good Morning America,24,test_tag,4992,91,1,19
655,GmrFu7I-bBE,"MNT vs. Panama: Highlights - Oct. 6, 2017",U.S. Soccer,17,test_tag,167676,2158,134,1078
656,GoJsr4IwCm4,Why Age? Should We End Aging Forever?,Kurzgesagt – In a Nutshell,27,test_tag,3844297,207101,3365,34588
657,GpAuCG6iUcA,Fifty Shades Freed - Teaser [HD],Fifty Shades,24,test_tag,14908975,55849,8185,6882
658,GtBcWxjioiM,Julia Roberts Acts Out Her Film Career w/ James Corden,The Late Late Show with James Corden,24,test_tag,1721619,36056,506,1535
659,GttcbM4GxLo,100 TUBES of MASCARA - Faves & Hates - MAKEUP GRAVEYARD,Tati,26,test_tag,2214684,97759,2463,17375
660,GuEQtn2nm9A,Meet The Black Comedian Who Has Become Japan’s Most Unlikely Star (HBO),VICE News,25,test_tag,246984,7631,528,1941
661,Gv618mscv2I,Back Away Slowly (when you stumble upon a couple fight and back away slowly until you're in the Andr,The Gregory Brothers,23,test_tag,20370,1075,101,129
662,Gv69uNr3Tf4,The Voice 2017 Blind Audition - Dave Crosby: I Will Follow You into the Dark,The Voice,24,test_tag,11144509,161889,4522,8926
663,Gw01t6btiR0,SWIMMING IN A TUB OF DIAMONDS! (LOL),Amber Scholl,26,test_tag,778673,42506,846,3371
664,GyxgtAwn34A,The Perfect Proposal | Lele Pons & Anwar Jibawi,Lele Pons,23,test_tag,13540389,613963,19439,27170
665,H0bVlfJsR4Q,TEENS READ 10 WRONG NUMBER TEXTS (REACT),REACT,24,test_tag,4559701,115745,4848,12610
666,H0okA2gPt_Q,Rams vs. 49ers | NFL Week 3 Game Highlights,NFL,17,test_tag,4744963,50475,1861,11237
667,H1--Pifm05Q,KUWTK | Kourtney & Khloe Kardashian Prank a Sleeping Kendall Jenner | E!,E! Entertainment,24,test_tag,1655028,23237,2535,1088
668,H1YGg8nYkv0,VIDEO: Woman dragged off Southwest Airlines flight,CBS North Carolina,25,test_tag,6368604,21722,9668,41910
669,H3YE_oGD05M,How To Make Every Popular Mexican Dish... VEGAN,Brothers Green Eats,26,test_tag,100935,4631,394,830
670,H4_o4thCQpY,TRL Premiere Opens With Tribute to Las Vegas,TRL,24,test_tag,362065,5164,1018,1420
671,H4gFlDn6c0c,HAPPY! | Season 1: Official Trailer #1 | SYFY,SYFY,24,test_tag,1271431,6139,141,590
672,H7H0ZWwWKCw,The Fire Whisperer - Cyanide & Happiness Shorts,ExplosmEntertainment,23,test_tag,5507815,229125,7656,16273
673,H7ojygIbMYk,Lethal Bizzle Teaches Dame Judi Dench How To Rap,LADbible,24,test_tag,796329,8025,181,626
674,H8t5M9_Tvzk,Depeche Mode - Cover Me,DepecheModeVEVO,10,test_tag,739275,33310,540,2980
675,H9KaqCBEvvg,Rami Malek como Freddie Mercury en Live Aid,A Queen Of Magic,10,test_tag,80647,475,23,106
676,HFXwHcFyU_M,Alvaro Morata scores his third goal for Chelsea,NBC Sports,17,test_tag,2831,32,3,3
677,HIdRXXjIthQ,"Starved, Scared Dog is Transformed By Love | The Dodo",The Dodo,15,test_tag,683141,29794,144,1993
678,HMT3wb4h234,Designer builds efficient off-grid Passive House in Colorado,Kirsten Dirksen,26,test_tag,236313,7213,178,756
679,HPRQwI5uvBM,Bu Reveals What Ended Relationship With Tracee Ellis Ross,thejasminebrand,22,test_tag,134511,354,943,634
680,HRNq5O2ieOs,4 Movies You Won't Believe Exist,Good Mythical Morning,23,test_tag,609094,18828,341,1827
681,HUUsEgAe8x4,MONSTER FROGFISH FOUND!,Brave Wilderness,15,test_tag,14374801,254940,6917,35409
682,HUgYoT_xEFY,Logan vs. Children of Men — The End is in the Beginning,Lessons from the Screenplay,1,test_tag,752125,58377,316,6586
683,HYWiIWpcCIM,Do We Have Free Will or Are We Predetermined?,The School of Life,27,test_tag,552557,21770,1879,4376
684,H_A0Z4S30Ds,Avenged Sevenfold - As Tears Go By,AvengedSevenfoldVEVO,10,test_tag,433708,24188,712,2383
685,HcEKGxJ-khM,Packing Hacks For Fashionable Travel | Vacation Like A Pro | Refinery29,Refinery29,26,test_tag,13435,513,38,59
686,HcNcOnIkQQU,Imagine Dragons - Whatever It Takes (360 Version/Lyric Vide​o),ImagineDragonsVEVO,10,test_tag,3882392,356577,2208,20419
687,Hg6L_7qLIEQ,TOYO TIRES | Ken Block’s Climbkhana: Pikes Peak Featuring the Hoonicorn V2,Toyo Tire USA Corp,2,test_tag,18755036,413766,9221,29981
688,Hhg7Cv50SWY,After Show: Lea Michele Rates John Stamos’ Kiss | WWHL,Watch What Happens Live with Andy Cohen,24,test_tag,99661,663,79,104
689,HjfN2Phsfng,Buick Reatta,weatherguru76,2,test_tag,12284,30,0,8
690,HjkmacUCJw8,2017 Emmy Fashion Roundup: From Sofia Vergara To Jessica Biel | Emmys 2017 | Access Hollywood,Access Hollywood,24,test_tag,141015,517,272,415
691,HkoGtBEA1co,A VERY PREGNANT LOOKBOOK!,Amber Scholl,26,test_tag,3166763,132538,6702,15278
692,Hlt3rA-oDao,Kellywise - SNL,Saturday Night Live,24,test_tag,41122394,848575,52239,65136
693,HpHp1Xp5oDo,Marvel Phase 4 Movies We Want to See Most (w/ Max Landis) - MOVIE FIGHTS!!,Screen Junkies,1,test_tag,258665,6830,698,2997
694,HpxsQ1_UAec,Chain Snaps and Smashes through Windshield,Manto kay SO Afsanay,22,test_tag,54309,75,42,74
695,HqHQFm5L6Zc,BMW Hot Tub First Tests and Issues,colinfurze,2,test_tag,5213588,147754,4547,9784
696,HsiWOp-ImoE,HURRY UP! by SUPERFRUIT,SUPERFRUIT,24,test_tag,1240134,122740,777,12390
697,HwYK5Ay1YNQ,Hurricane Jose 5 a.m. advisory,WPTV News | West Palm Beach Florida,25,test_tag,797961,3212,551,0
698,Hx9Juyi_uAw,Kevin Durant: 'I went a little too far' on Twitter,NBA Highlights · YouTube,17,test_tag,23669,98,30,234
699,HzIB6TC1Ghw,Missed the 2017 Emmy Awards? Here are the highlights.,USA TODAY,25,test_tag,851131,3009,5114,2578
700,HzzmqUoQobc,Why we really really really like repetition in music,Vox,25,test_tag,2065736,81369,4078,8699
701,I0Se3ce433Q,THE JAKE PAULERS SONG (Official Music Video),Jake Paul,22,test_tag,44701513,1711109,1690482,570454
702,I1P7GoZcZpU,Hudson Moore - Just Wanna Love You (Official Music Video),Hudson Moore,10,test_tag,1052274,4069,334,275
703,I1XJEhgJlKQ,Fergie - Tension,FergieVEVO,10,test_tag,1922533,80944,2926,5253
704,I4qv0c2-lfw,"Cassie On Marriage, Dealing w/ Rumors & Short Film",HOT 97,10,test_tag,234222,2270,194,1197
705,I5rD1_rxG5c,Fox News blames CNN for mass shootings,TP Clips 8,25,test_tag,82019,119,264,216
706,I7TSzpDetTY,Gal Gadot Monologue - SNL,Saturday Night Live,24,test_tag,27721,2050,146,356
707,IA9vLOmFyp4,Fall Makeup Tutorial ft. PatrickStarrr | Ashley Tisdale,Ashley Tisdale,26,test_tag,530686,36510,284,1795
708,ICqTZeiimpk,Burning Ravens Gear,Warr Dogz,22,test_tag,30662,1690,70,562
709,IDXBKvaoXHc,Worst Prison Experiments Conducted on Humans,The Infographics Show,27,test_tag,883734,18651,947,3450
710,IDvy0ybpOUI,Mother! - Movie Review,Chris Stuckmann,24,test_tag,329649,13226,337,2726
711,IEGEovFX534,Students From Baltimore's Cardinal Shehan School Sing Rise Up,CBS Baltimore,25,test_tag,337365,4829,50,505
712,IFKkcaj0kAE,IT - Pennywise Featurette,Warner Bros. Pictures,24,test_tag,2800432,54946,668,3901
713,IHi5jq2P_Zk,Maggie Rogers - Split Stones,MaggieRogersVEVO,10,test_tag,229587,12606,258,994
714,IKaMejA5J34,Sam Smith - Too Good At Goodbyes (Galantis Remix),Galantis,10,test_tag,250617,15484,429,903
715,ILDy6kYU-xQ,Are you a body with a mind or a mind with a body? - Maryam Alimardani,TED-Ed,27,test_tag,685393,29989,676,3497
716,IMG0u0_cKNc,Here's what happens when two hurricanes collide,Tech Insider,28,test_tag,455480,6462,305,1346
717,IMcVhfQfvow,Will it Steamroll? Giant Gummy Bear vs. Steamroller,Vat19,24,test_tag,2507637,35081,1443,5684
718,IN0PWfSZ3Fc,Rrrrrrrrrrrrr,nono du rire nono,22,test_tag,465492,1540,340,189
719,IOp8n5TzcSQ,Bailey Bryan - Too Good [Official Cover],Bailey Bryan,10,test_tag,4887,221,6,20
720,IP81Je7APoQ,"I Love You, America: The Song (Official) • I Love You, America on Hulu",Hulu,24,test_tag,5185921,3585,17587,9269
721,IPWoD5Af7RE,How To Make A GROSS-Tacular Surprise Inside HALLOWEEN ROULETTE CAKE | Yolanda Gampp | How To Cake It,How To Cake It,26,test_tag,3111795,109201,2381,36993
722,IQisUbBljW0,"Gila Monster, Baby Beaver & Pixie Frog w/ Jack Hanna",The Late Late Show with James Corden,24,test_tag,2960197,47746,1244,3710
723,IRGEpm1AXRM,After Multiple Incidents Vandal Receives Karmic Retribution,ViralHog,22,test_tag,160876,203,7,43
724,IRdrt8nPyy8,NY Comic-Con Official Trailer: THE X-FILES | Season 11 | THE X-FILES,The X-Files,24,test_tag,3580540,48692,2282,8365
725,IUkNNDg18mY,Real Life: THE GAME!  (w/ Lilly Singh),AnthonyPadilla,23,test_tag,3091883,202187,3210,7959
726,IYvEhgYy35I,The xx - On Hold (Jamie xx Remix),The xx,10,test_tag,1072544,35147,604,1909
727,IZ5izPbcgG4,'Harry Styles' Scares Niall Horan,TheEllenShow,24,test_tag,3187347,103762,1378,3023
728,I_JtJHJ4384,Two Minutes with Mitch Henck: Bicyclists finally lose one,madison.com,25,test_tag,1731,0,4,4
729,IcYbVguyp6w,How to DIY Cute Miniature Cactus Resin/Polymer Clay Tutorial,PolymomoTea,26,test_tag,113834,7235,36,768
730,Ie50Nw9NkOk,Jordan Peele and Spike Lee Team Up for Movie About Black Cop Who Infiltrated the KKK,Complex News,24,test_tag,41962,1445,50,268
731,Ik15Y5lDeJw,"Joel Embiid 2017 Preseason Debut | October 11 at Nets - 22 Pts, 7 Rebs, 3 Ast in 15 Mins!",FreeDawkins,17,test_tag,458029,3801,82,2179
732,Ilekd7_Kodw,Pretty sure Captain Goofy may be looking for a new job...,SCOTT LEWITT,22,test_tag,1354834,1631,1078,883
733,IpJGlaxUUp8,FOX Sports' Charissa Thompson Joins The Dan Patrick Show In-Studio | Full Interview | 10/03/17,Dan Patrick Show,17,test_tag,31057,189,10,50
734,Iq13mG9l6o0,I'm Sorry For My 20 Racial Slurs About The Finnish,Joe Goes,23,test_tag,298833,9446,1395,1255
735,IqLUd_FVZgk,WATCH LIVE: Sarah Sanders holds White House news briefing,PBS NewsHour,25,test_tag,55387,253,238,0
736,IqLi6Pn_rVo,GET READY WITH ME! Chit Chat | DEEP TEAL FALL MAKEUP!,Carli Bybel,26,test_tag,1476011,69734,1547,11787
737,Itd_DFAw8OE,DIY EDIBLE GEODE - 6 MONTHS TO GROW!!,HellthyJunkFood,24,test_tag,578472,18833,679,2517
738,Iuc0O_Ryq18,How to Style Short Wigs! | Super Easy!!,Courtelizz1,26,test_tag,167766,8506,56,2047
739,Iv2lWZxzUj8,When You're TOO OLD To Go Trick Or Treating! (ft. iiSuperwomanii),Rclbeauty101,24,test_tag,5776115,216522,5462,18709
740,IvFw9zhIYkQ,TOMB RAIDER - The FUTURE of VIDEO GAME MOVIES?? (Trailer Talk),Andre Black Nerd,24,test_tag,107423,8075,41,1809
741,IvQQJmWdtH8,First Aid Kit - It's a Shame (Audio),FirstAidKitVEVO,10,test_tag,203507,7801,72,761
742,IxI1iOi0t-c,GAGA: FIVE FOOT TWO | Official Trailer [HD] | Netflix,Netflix,24,test_tag,106757,3529,152,380
743,J0sg_Au8zX8,This Is Us - Aftershow: Season 2 Episode 1 (Digital Exclusive - Presented by Chevrolet),This Is Us,24,test_tag,191031,2129,58,313
744,J4QLJiv-Eo4,TRAGEDI HP MELEDAK! KARYAWAN HOTEL CIPUTRA,Rista Casmiaa,22,test_tag,765111,206,23,67
745,J5b_-TZwQ0I,Confederacy: Last Week Tonight with John Oliver (HBO),LastWeekTonight,24,test_tag,21558342,608889,51488,132176
746,J7MYJ8Kxhwc,NF - Outcast,NFVEVO,10,test_tag,5331531,297692,4658,36157
747,JJ5WP2BKigc,Unboxing The Mind Bending Wallpaper TV...,Unbox Therapy,28,test_tag,7974069,219633,8257,27279
748,JJc1Tqcu-8E,Tyrese SlamsThe Rock's Fast and Furious Spinoff  - SJU,ScreenJunkies News,24,test_tag,35011,1262,62,421
749,JKGdQjx-_BI,Mutual Human Actuation (UIST 2017),HassoPlattnerInstitute HCI,28,test_tag,25635,196,10,9
750,JKZM1uTWBJw,Songs With My Daughter - Africa by Toto,Songs With My Daughter,10,test_tag,103679,1182,58,95
751,JLIAuvpdRTc,Friday Press Conference on 1 October Shooting Incident,Las Vegas Metropolitan Police,27,test_tag,178686,0,0,0
752,JNzCrIcAnck,R5 - Hurts Good (Official Video),R5VEVO,10,test_tag,2276269,145468,2098,13588
753,JO7X9ZPoAp8,Blind People Describe Beauty,WatchCut Video,24,test_tag,1311012,42870,971,4131
754,JPTB93NS_8M,Hollyn - ¡Hola! (Official Audio Video),Hollyn,10,test_tag,142108,7480,96,755
755,JQAYFbcgf60,DARKEST HOUR - Official Trailer 2 [HD] - In Select Theaters November 22nd,Focus Features,24,test_tag,3170789,796,64,139
756,JSd_rxHXvsU,"We Should Teach History, Not Erase It | Ed Gillespie for Governor",Ed Gillespie,25,test_tag,468,0,0,0
757,JU21shbaVBo,"Every Recycled Disney Shot & Why - Snow White, Frozen, Toy Story, Moana and More - Cartoon Hangover",CartoonHangover,1,test_tag,655390,20223,712,1656
758,JV-4Ehv1SFI,7 Weird Alarm Clocks put to the Test,CrazyRussianHacker,28,test_tag,1168522,26082,644,3262
759,JV1NB70gLQI,Most Powerful Corporations in the World?,The Infographics Show,27,test_tag,1105555,26350,1656,5448
760,JWH66Qia5KU,"Magnitude 7.1 earthquake rattles Mexico City, Puebla",CGTN America,25,test_tag,2413437,4944,767,0
761,JZDM1bLn7sM,WHAT I WORE: NEW YORK FASHION WEEK!,Amber Scholl,26,test_tag,726485,42328,458,4335
762,J_OyB0k-IVg,Earthquake kills dozens in central Mexico,CNN,25,test_tag,1196131,4970,1495,10355
763,J_e77K4n6Ts,Garlic Knot Chicken Alfredo Ring,Tasty,26,test_tag,710323,25899,391,1038
